ลำดับที่,Client,Location,Project Name,Brand, QT No.,Business Unit,Project Type,Preriod,Remark, Cost to Cost method ©,Final actual margin(%) ,Total Revenue 2021,Actual Cost (A),Final actual margin(จำนวน) ,,
1029,บริษัท ส. จำกัด (มหาชน),Thailand,S.khonkaen Extra Display Merchanidiser Big C,S.Khonkaen,QT21060056,BU2,Merchadiser& Ro,Aug - Oct 21,,,, 0.00 ,,,,
1030,บริษัท ส. จำกัด (มหาชน),Thailand,S.khonkaen Extra Display Merchanidiser Big C on Aug 21 ,S.Khonkaen,QT21060056.1,BU2,Merchadiser& Ro,1-31 Aug 21,, 100.00 , 14.07 ," 23,333.00 "," 20,049.17 "," 3,283.83 ",,
1031,บริษัท ส. จำกัด (มหาชน),Thailand,S.khonkaen Extra Display Merchanidiser Big C on Sep 21,S.Khonkaen,QT21060056.2,BU2,Merchadiser& Ro,1-30 Sep 21,, 100.00 , 34.32 ," 23,333.00 "," 15,324.39 "," 8,008.61 ",,
1032,บริษัท ส. จำกัด (มหาชน),Thailand,S.khonkaen Extra Display Merchanidiser Big C,S.Khonkaen,QT21060056.3,BU2,Merchadiser& Ro,1-31 Oct 21,, 100.00 , 21.16 ," 22,214.00 "," 17,513.40 "," 4,700.60 ",,
1033,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Program (16 Dec- 31 Dec 20) (2006SME024.6),Smooth E,2006SME024.6,BU2,Merchadiser& Ro,16-31 Dec 20,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
1034,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Additional Makro  (2008SME013.3),Smooth E,2008SME013,BU2,PG & BA,(16 Nov - 15 Dec 20),, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
1035,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA Permanent (16 -31 Dec 2020) (2008SME031.4),Smooth E,2008SME031.4,BU2,PG & BA,16-31 Dec 20,, 0.00 , 100.00 ," (8,500.78)", 0.00 ," (8,500.78)",,
1036,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additional Commission For PC MT @ Dec 2020) (QT21010069),Smooth E,QT21010069,BU2,PG & BA,on Dec 20,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
1037,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E CP Consumer HQ มีนบุรี (QT20100103),Smooth E,QT20100103,BU2,PG & BA,2-4 Nov 20,, 0.00 , 0.00 , 0.00 , 0.00 , 0.00 ,,
1038,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA Permanent 120 Stores ( 1 Jan - 15 April 21),Smooth E,QT20110106,BU2,PG & BA,1 Jan - 15 April 21,, 100.00 , 28.83 ," 6,270,891.08 "," 4,462,912.72 "," 1,807,978.36 ",,
1039,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA Permanent 120 Stores ( 16 April - 15 May 21),Smooth E,QT20110106.5,BU2,PG & BA,16 April - 15 May 21,, 100.00 , 31.40 ," 1,788,563.54 "," 1,227,001.88 "," 561,561.66 ",,
1040,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA Permanent 120 Stores on 16 May - 15 Jun 2021,Smooth E,QT20110106.6,BU2,PG & BA,16 May - 15 June 21,, 100.00 , 29.99 ," 1,775,857.85 "," 1,243,356.34 "," 532,501.51 ",,
1041,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA Permanent 120 Stores on 16 June - 15 July 2021,Smooth E,QT20110106.7,BU2,PG & BA,16-30 June 21,, 100.00 , 31.30 ," 771,706.80 "," 530,169.41 "," 241,537.39 ",,
1042,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additional Commission For PC TT @ Jan 21,Smooth E,QT21020023,BU2,PG & BA,on Jan 21,, 100.00 , 7.41 ," 38,340.00 "," 35,500.00 "," 2,840.00 ",,
1043,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additional)  Commission For PC TT @ Feb  21,Smooth E,QT21030042,BU2,PG & BA,on Feb 21,, 100.00 , 7.41 ," 39,960.00 "," 37,000.00 "," 2,960.00 ",,
1044,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E  (Additional Commission for PC MT&TT on April 21 ),Smooth E,QT21050045,BU2,PG & BA,on April 21,, 100.00 , 17.45 ," 13,640.00 "," 11,260.00 "," 2,380.00 ",,
1045,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additional Commission for PC MT&TT @Mar 2021),Smooth E,QT21040015,BU2,PG & BA,on Mar 21,, 100.00 , 31.08 ," 34,300.00 "," 23,640.00 "," 10,660.00 ",,
1046,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E  (Additional Commission for PC MT&TT on May 21 ),Smooth E,QT21060034,BU2,PG & BA,on May 21,, 100.00 , 7.41 ," 4,320.00 "," 4,000.00 ", 320.00 ,,
1047,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additonal Transportation & OT for PC TT on Jan 21 ,Smooth E,QT21020048.1,BU2,PG & BA,on Jan 21,, 100.00 , (6.73)," 10,962.00 "," 11,700.00 ", (738.00),,
1048,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additonal Transportation & OT for PC TT on Feb 21,Smooth E,QT21020048.2,BU2,PG & BA,on Feb 21,, 100.00 , 7.41 ," 21,438.00 "," 19,850.00 "," 1,588.00 ",,
1049,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additonal Transportation & OT for PC TT on Mar 21 ,Smooth E,QT21020048.3,BU2,PG & BA,on Mar 21,, 100.00 , 0.46 ," 15,822.00 "," 15,750.00 ", 72.00 ,,
1050,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additonal Transportation & OT for PC TT on April 21 ,Smooth E,QT21020048.4,BU2,PG & BA,on April 21,, 100.00 , 1.55 ," 16,210.45 "," 15,959.68 ", 250.77 ,,
1051,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additonal Transportation & OT for PC TT on May 21 ,Smooth E,QT21020048.5,BU2,PG & BA,on May 21,, 100.00 , 12.74 ," 17,928.00 "," 15,643.34 "," 2,284.66 ",,
1052,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additonal Transportation & OT for PC TT on June 22 ,Smooth E,QT21020048.6,BU2,PG & BA,on June 21,, 100.00 , 7.41 ," 19,116.00 "," 17,700.00 "," 1,416.00 ",,
1053,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additonal Transportation & OT for PC TT on 16- 30 June 23,Smooth E,QT21020048.7,BU2,PG & BA,16-30 June 21,, 100.00 , 7.41 ," 9,720.00 "," 9,000.00 ", 720.00 ,,
1054,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA Permanent 34 Stores on Nov-Dec 2020 (QT20110107),Smooth E,QT20110107,BU2,PG & BA,Nov - Dec 20,, 0.00 , 100.00 , (611.04), 0.00 , (611.04),,
1055,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Program 1 Jan - 15 April 21,Smooth E,QT20110112,BU2,Merchadiser& Ro,1 Jan - 15 April 21,, 100.00 , 26.27 ," 1,581,955.93 "," 1,166,355.01 "," 415,600.92 ",,
1056,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Program 16 April -15 May 21,Smooth E,QT20110112.5,BU2,Merchadiser& Ro,16 April -15 May 21,, 100.00 , 24.59 ," 392,882.40 "," 296,280.36 "," 96,602.04 ",,
1057,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Program on 16 May - 15 Jun 2021,Smooth E,QT20110112.6,BU2,Merchadiser& Ro,16 May - 15 June 21,, 100.00 , 19.73 ," 462,111.10 "," 370,953.09 "," 91,158.01 ",,
1058,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Program on 16 June - 15 July 2021,Smooth E,QT20110112.7,BU2,Merchadiser& Ro,16-30 June 21,, 100.00 , 11.26 ," 256,258.80 "," 227,409.61 "," 28,849.19 ",,
1059,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Nationwide CVS Program 1 Jan - 15 April 21,Smooth E,QT20120031,BU2,Merchadiser& Ro,1 Jan - 15 April 21,, 100.00 , 34.60 ," 5,932,710.60 "," 3,879,980.74 "," 2,052,729.86 ",,
1060,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Nationwide CVS Program 16 April - 15 May 21,Smooth E,QT20120031.5,BU2,Merchadiser& Ro,16 April -15 May 21,, 100.00 , 23.74 ," 1,772,992.80 "," 1,352,044.23 "," 420,948.57 ",,
1061,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Nationwide CVS Program 16 May -15 Jun 21,Smooth E,QT20120031.6,BU2,Merchadiser& Ro,16 May - 15 June 21,, 100.00 , 26.66 ," 1,858,366.45 "," 1,363,015.77 "," 495,350.68 ",,
1062,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Nationwide CVS Program 16 June - 15 July ,Smooth E,QT20120031.7,BU2,Merchadiser& Ro,16-30 June 21,, 100.00 , 27.25 ," 920,259.60 "," 669,461.79 "," 250,797.81 ",,
1063,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E CVS Commission Project Italy Toothbrush Pack 3+3 ,Smooth E,QT21030132,BU2,Merchadiser& Ro,on Feb 21,, 100.00 , 41.98 ," 40,500.00 "," 23,500.00 "," 17,000.00 ",,
1064,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E CVS Commission Project Sukiri,Smooth E,QT21060043,BU2,Merchadiser& Ro,1 May 21,, 100.00 , 7.41 ," 36,180.00 "," 33,500.00 "," 2,680.00 ",,
1065,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E CVS Commission Project Sukiri (June21),Smooth E,QT21070022,BU2,Merchadiser& Ro,on June 21,, 100.00 , 7.41 ," 29,700.00 "," 27,500.00 "," 2,200.00 ",,
1066,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Nationwide CVS Program ,Smooth E,QT21050050,BU2,Merchadiser& Ro,July 21- Jan 22,, 0.00 , 0.00 , 0.00 ,,,,
1067,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Nationwide CVS Program (1-15 Jul 21),Smooth E,QT21050050.1,BU2,Merchadiser& Ro,1-15 July 2021,, 100.00 , 28.89 ," 914,220.00 "," 650,083.04 "," 264,136.96 ",,
1068,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Nationwide CVS Program (16 July - 15 Aug 21),Smooth E,QT21050050.2,BU2,Merchadiser& Ro,16 July - 15 Aug 21,, 100.00 , 29.01 ," 1,766,751.09 "," 1,254,146.60 "," 512,604.49 ",,
1069,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Nationwide CVS Program (16 Aug - 15 Sep 21),Smooth E,QT21050050.3,BU2,Merchadiser& Ro,16 Aug - 15 Sep 21,, 100.00 , 28.05 ," 1,779,115.35 "," 1,280,155.79 "," 498,959.56 ",,
1070,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Nationwide CVS Program (16 Sep - 15 Oct 21),Smooth E,QT21050050.4,BU2,Merchadiser& Ro,16 Sep - 15 Oct 21,, 100.00 , 29.26 ," 1,832,047.20 "," 1,296,008.62 "," 536,038.58 ",,
1071,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Nationwide CVS Program (16 Oct - 15 Nov 21),Smooth E,QT21050050.5,BU2,Merchadiser& Ro,16 Oct - 15 Nov 21,, 100.00 , 27.91 ," 1,754,714.88 "," 1,264,886.41 "," 489,828.47 ",,
1072,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Nationwide CVS Program (16 Nov - 15 Dec  21),Smooth E,QT21050050.6,BU2,Merchadiser& Ro,16 Nov -15 Dec 21,, 99.98 , 27.43 ," 1,706,482.08 "," 1,238,385.98 "," 468,096.10 ",,
1073,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Merchandiser Nationwide CVS Program (16 Dec 21 - 15 Jan 22),Smooth E,QT21050050.7,BU2,Merchadiser& Ro,16 Dec 21 - 15 Jan 22,, 43.35 , 21.80 ," 839,112.46 "," 656,208.11 "," 182,904.35 ",,
1074,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA + MT Merchandise ,Smooth E,QT21050051,BU2,PG & BA,July - Sep 21,, 0.00 , 0.00 , 0.00 ,,,,
1075,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA + MT Merchandise (1- 15 Jul 21),Smooth E,QT21050051.1,BU2,PG & BA,1-15 July 21,, 100.00 , 21.81 ," 976,051.14 "," 763,150.79 "," 212,900.35 ",,
1076,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA + MT Merchandiser (16 July - 15 Aug 21 ),Smooth E,QT21050051.2,BU2,PG & BA,16 July - 15 Aug 21,, 100.00 , 25.18 ," 1,803,176.89 "," 1,349,079.94 "," 454,096.95 ",,
1077,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA + MT Merchandise (16 Aug - 15 Sep 21),Smooth E,QT21050051.3,BU2,PG & BA,16 Aug - 15 Sep 21,, 100.00 , 27.26 ," 1,682,633.03 "," 1,223,915.82 "," 458,717.21 ",,
1078,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA + MT Merchandiser (16 -30 Sep 21 ),Smooth E,QT21050051.4,BU2,PG & BA,16-30 Sep 21,มี คืน Rebate 2 %, 100.19 , 16.32 ," 731,103.92 "," 611,787.24 "," 119,316.68 ",,
1079,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Additional Transportation & OT for PC TT (Jul 21),Smooth E,QT21070011,BU2,PG & BA,Jul- Sep 2021,, 0.00 , 0.00 , 0.00 ,, 0.00 ,,
1080,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Additional Transportation & OT for PC TT (Jul 21),Smooth E,QT21070011.1,BU2,PG & BA,1 Jul 21,, 100.00 , 6.96 ," 20,906.00 "," 19,450.00 "," 1,456.00 ",,
1081,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Additional Transportation & OT for PC TT (Aug 21),Smooth E,QT21070011.2,BU2,PG & BA,1-31 Aug 21,, 100.00 , 7.41 ," 13,491.36 "," 12,492.00 ", 999.36 ,,
1082,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Additional Transportation & OT For PC TT  on Sep 21,Smooth E,QT21070011.3,BU2,PG & BA,1-30 Sep 21,, 100.00 , 16.24 ," 15,282.00 "," 12,800.00 "," 2,482.00 ",,
1083,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA Permanent + MT Merchandise (1-15 Oct 21) (QT21060022.1),Smooth E,QT21060022,BU2,PG & BA,Oct 21 - Jan 22,,, 0.00 , 0.00 ,, 0.00 ,,
1084,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA Permanent + MT Merchandise (1-15 Oct 21) (QT21060022.1),Smooth E,QT21060022.1,BU2,PG & BA,1-15 Oct 21,, 100.00 , 24.00 ," 956,923.20 "," 727,278.47 "," 229,644.73 ",,
1085,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA Permanent + MT Merchandiser (16 Oct - 15 Nov 21),Smooth E,QT21060022.2,BU2,PG & BA,16 Oct - 15 Nov 21,, 100.00 , 22.79 ," 2,010,665.07 "," 1,552,377.29 "," 458,287.78 ",,
1086,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA Permanent + MT Merchandise (16 Nov - 15 Dec 21),Smooth E,QT21060022.3,BU2,PG & BA,16 Nov -15 Dec 21,, 100.00 , 22.19 ," 1,976,251.50 "," 1,537,683.89 "," 438,567.61 ",,
1087,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA Permanent + MT Merchandiser (16 Dec 21- 15 Jan 22),Smooth E,QT21060022.4,BU2,PG & BA,16 Dec 21 - 15 Jan 22,, 43.68 , 23.14 ," 1,030,373.78 "," 791,956.70 "," 238,417.08 ",,
1089,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Additional Transportation &nOT for PC TT on Oct 21,Smooth E,QT21090023.1,BU2,PG & BA,1-31 Oct 21,, 100.00 , 14.22 ," 17,604.00 "," 15,100.00 "," 2,504.00 ",,
1090,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Additional Transportation &nOT for PC TT on Nov 21,Smooth E,QT21090023.2,BU2,PG & BA,1-30 Nov 21,, 100.00 , 7.41 ," 19,062.00 "," 17,650.00 "," 1,412.00 ",,
1091,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Additional Transportation &nOT for PC TT on Dec 21,Smooth E,QT21090023.3,BU2,PG & BA,1-31 Dec 21,, 88.98 , 7.41 ," 22,248.00 "," 20,600.00 "," 1,648.00 ",,
1093,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Additonal Covid 19 Test for PC on Oct 21,Smooth E,QT21090069.1,BU2,PG & BA,1-31 Oct 21,, 100.00 , 7.41 ," 1,080.00 "," 1,000.00 ", 80.00 ,,
1094,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Additonal Covid 19 Test for PC on Dec 21,Smooth E,QT21090069.2,BU2,PG & BA,1-31 Dec 21,, 0.00 ,, 0.00 , 0.00 , 0.00 ,,
1095,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additional Commission for PC MT&TT @ Nov 2021),Smooth E,QT21120029,BU2,PG & BA,1 Nov 21,, 100.00 , 7.41 ," 7,020.00 "," 6,500.00 ", 520.00 ,,
1096,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additional Commission for PC MT&TT @ Dec 2021),Smooth E,QT22010018,BU2,PG & BA,1-31 Dec 21,, 100.00 , 67.47 ," 19,980.00 "," 6,500.00 "," 13,480.00 ",,
1097,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E BA+MER Commission Special Display,Smooth E,QT21120028,BU2,PG & BA,1-30 Dec 21,, 100.00 , 7.41 ," 6,912.00 "," 6,400.00 ", 512.00 ,,
1098,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additional Commission for PC MT&TT @Oct   2021),Smooth E,QT21110058,BU2,PG & BA,1-30 Nov 21,, 100.00 , 7.41 ," 8,100.00 "," 7,500.00 ", 600.00 ,,
1099,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additional Commission for PC MT&TT @Sep 2021),Smooth E,QT21100041,BU2,PG & BA,1-31 Oct 21,, 100.00 , 7.41 ," 1,620.00 "," 1,500.00 ", 120.00 ,,
1100,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additional Commission for PC MT&TT @July 2021),Smooth E,QT21080030,BU2,PG & BA,31 Aug 21,, 100.00 , 7.41 ," 3,240.00 "," 3,000.00 ", 240.00 ,,
1101,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E Special Incentive CVS,Smooth E,QT21090003,BU2,Merchadiser& Ro,1-31 Aug 21,, 100.00 , 7.41 ," 3,240.00 "," 3,000.00 ", 240.00 ,,
1102,บริษัท สยาม กรุ๊ป จำกัด ,Thailand,Smooth E (Additional Commission for PC MT&TT @Aug 2021),Smooth E,QT21090060,BU2,PG & BA,1 Aug 21,, 100.00 , 7.41 ," 7,020.00 "," 6,500.00 ", 520.00 ,,
1103,บริษัท สันติ จำกัด,Thailand,Rcreuitment Staff for Focus Group,Focus,QT20120039,BU2,Others,1 Feb 21,, 100.00 , 68.81 ," 33,000.00 "," 10,292.46 "," 22,707.54 ",,
1104,บริษัท สุนทร จำกัด,Thailand,PC Kaijae Rice (QT21030033),Kaijae Rice,QT21030033,BU2,PG & BA,13-14 Mar 21,, 100.00 , 71.82 ," 5,175.00 "," 1,458.06 "," 3,716.94 ",,
1105,บริษัท สุนทร จำกัด,Thailand,PC Kaijae Rice @Banglamung (QT21030037),Kaijae Rice,QT21030037,BU2,PG & BA,15-16 Mar 21,, 100.00 , 75.76 ," 4,950.00 "," 1,200.00 "," 3,750.00 ",,
1106,บริษัท สุนทร จำกัด,Thailand,PC Kaijae Rice @Phetchaburi (QT21030040),Kaijae Rice,QT21030040,BU2,PG & BA,18 Mar 21,, 100.00 , 80.52 ," 3,080.00 ", 600.00 ," 2,480.00 ",,
1107,บริษัท สุนทร จำกัด,Thailand,PC Kaijae Rice (งานบ้านสานใจ) (QT21030106),Kaijae Rice,QT21030106,BU2,PG & BA,3-4 Apr 2021,, 100.00 , 56.27 ," 8,580.00 "," 3,752.19 "," 4,827.81 ",,
1108,บริษัท สุนทร จำกัด,Thailand,Car Parage for Kaijae rice,Kaijae Rice,QT21050064,BU1A,Event,27 May 21,, 100.00 , 28.79 ," 28,985.00 "," 20,641.38 "," 8,343.62 ",,
1109,บริษัท สุนทร จำกัด,Thailand,PC Kaijae Rice (ตลาดนัดเอกสินชล),Kaijae Rice,QT21060007,BU2,PG & BA,"13,20 Jul 2021",, 100.00 , 75.76 ," 4,950.00 "," 1,200.00 "," 3,750.00 ",,
1110,บริษัท สุนทร จำกัด,Thailand,Additional PC Kaijae Rice (ตลาดนัดเอกสินชล),Kaijae Rice,QT21060020,BU2,PG & BA,"12,19 Jul 2021",, 100.00 , 24.24 ," 2,640.00 "," 2,000.00 ", 640.00 ,,
1111,บริษัท สุนทร จำกัด,Thailand,PC Kaijae Samutprakarn,Kaijae Rice,QT21080034,BU2,PG & BA,"27-29 Aug , 3-5 Sep 21",, 100.00 , 39.36 ," 6,930.00 "," 4,202.60 "," 2,727.40 ",,
1112,บริษัท สุนทร จำกัด,Thailand,PC Kaijae Rice @Korat,Kaijae Rice,QT21080044,BU2,PG & BA,1-7 Sep 21,, 100.00 , 43.70 ," 8,360.00 "," 4,706.97 "," 3,653.03 ",,
1113,บริษัท สุนทร จำกัด,Thailand,Kaijae Rice @Chonburi,Kaijae Rice,QT21080042,BU2,PG & BA,1-7 Sep 21,, 100.00 , 47.89 ," 8,360.00 "," 4,356.73 "," 4,003.27 ",,
1114,บริษัท สุนทร จำกัด,Thailand,PC Kaijae Rice @ singburi,Kaijae Rice,QT21090017,BU2,PG & BA,16 Sep - 15 Oct 21,, 100.00 , 41.71 ," 25,960.00 "," 15,131.75 "," 10,828.25 ",,
