ลำดับที่,Business Unit,No.,Business Code,Status,Job,QT No.,Project Name,Client/Owner,Remark Status,Start date,End date,Year,Sale Name,Quater,Project,Project Name2,Customer Status,Brand/Product, Budget Amount ,Business Type,add by,หมวดธุรกิจ,add date,edit by,edit date,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Amount,,,,,,,
1317,BU 2,138,4,Cancelled,PG & BA,QT20110031.5,PG Victory 2021 Jul,บริษัท แปรงสีฟัน จำกัด,Cancelled,03-07-21,31-07-21,2021,Arisa Teerawudtitorn,Q3,27102021,PG Victory 2021 Jul,Existing,Victory, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ดูแลช่องปาก,10-02-21,WARAPHORN,23-02-21,,,,,,,,,,,,," 315,733.00 ",,,,,,,
1318,BU 2,139,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21060071,Additional Post fee GSK,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,07-07-21,07-07-21,2021,Arisa Teerawudtitorn,Q3,,,,GSK,,ของใช้ส่วนตัวและเวชภัณฑ์,,อาหารเสริม,,,,,,,,,," 1,009.80 ",,,,,," 1,009.80 ",,,,,,,
1319,BU 2,140,4,Cancelled,Merchandiser & RO,QT21060065,Thai Wah Pallet Display (Additional),TW Public Company Limited,Cancelled,14-07-21,10-08-21,2021,Arisa Teerawudtitorn,Q3,,,,THAI WAH,,อาหารและเครื่องดื่ม,,อาหาร,,,,,,,,,,,,,,,," 34,888.00 ",,,,,,,
1320,BU 2,141,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010033.2,PG GSK Permanent 16 Jul - 15 Aug 21,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Got PO,16-07-21,15-08-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,GSK, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,อาหารเสริม,06-01-21,Arisa,30-03-21,,,,,,," 234,530.70 "," 272,680.72 ",,,,," 514,636.42 ",,,,,,,
1321,BU 2,142,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21050050.2,Smooth E Merchandiser Nationwide CVS Program (16 Jul - 15 Aug 21),บริษัท สยาม กรุ๊ป จำกัด ,Approved,16-07-21,15-08-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,Smooth E, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,KANNAPAT,เวชสำอางค์,25-03-21,KANNAPAT,25-03-21,,,,,,," 837,185.98 "," 930,767.05 ",,,,," 1,767,953.03 ",,,,,,,
1322,BU 2,143,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21050051.2,Smooth E BA + MT Merchandise (16 Jul - 15 Aug 21),บริษัท สยาม กรุ๊ป จำกัด ,Approved,16-07-21,15-08-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,Smooth E, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,KANNAPAT,เวชสำอางค์,25-03-21,,,,,,,,," 973,476.30 "," 829,700.59 ",,,,," 1,803,176.89 ",,,,,,,
1323,BU 1.2,144,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21010083.4,Fuburg Merchandiser 2021 (Share Service) Jul,"FF  Industrial (Thailand) Co., Ltd.",Approved,19-07-21,18-08-21,2021,Arisa Teerawudtitorn,Q3,,,New,Multi brand, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,JIRAPIN,ผ้าอ้อม,17-03-21,Arisa,27-04-21,,,,,,," 40,649.76 "," 69,350.24 ",,,,," 110,000.00 ",,,,,,,
1324,BU 2,145,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21020031,Tasto 7-11 Troop,BJ Public Company Limited,Got PO,23-07-21,31-12-22,2021,Arisa Teerawudtitorn,Q3,,,Existing,Tasto, 0.00 ,อาหารและเครื่องดื่ม,Phatcha,อาหาร,15-02-21,Chayapa,03-05-21,,,,,,," 10,010.00 ",," 25,575.00 ",,," 11,000.00 "," 70,295.50 ",,,,,,,
1325,BU 2,153,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21060056,S.Khonkaen Extra Display Merchanidiser Big C,บริษัท ส. จำกัด (มหาชน),Approved,01-08-21,31-10-21,2021,Arisa Teerawudtitorn,Q3,,,,S.Khonkaen,,อาหารและเครื่องดื่ม,,อาหาร,,,,,,,,,,,,,,,, 0.00 ,,,,,,,
1326,BU 2,158,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21070045,Additional GSK Gift Set for PC Covid Quarantine,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,01-08-21,31-08-21,2021,Arisa Teerawudtitorn,Q3,,,,GSK,,ของใช้ส่วนตัวและเวชภัณฑ์,,อาหารเสริม,,,,,,,,,,," 1,320.00 ",,,,," 1,320.00 ",,,,,,,
1327,BU 2,159,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21090060,Smooth E (Additional Commission for PC MT&TT @Aug 2021)บริษัท สยามเฮลท์ กรุ๊ป จำกัด,บริษัท สยาม กรุ๊ป จำกัด,Approved,01-08-21,31-08-21,2021,Arisa Teerawudtitorn,Q3,,,,Smooth E,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,,,,,,,,," 7,020.00 ",,,,,,,
1328,BU 3.2,155,6,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21060061.2,PG TT YOKO AUG 2021,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Approved,01-08-21,31-08-21,2021,Arisa Teerawudtitorn,Q3,,,,YOKO,,ของใช้ส่วนตัวและเวชภัณฑ์,,เสริมความงาม,,,,,,,,,,," 15,382.08 ",,,,," 15,382.08 ",,,,,,,
1329,BU 3.2,156,6,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21060062.2,PG TT IBLANC AUG 2021,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Approved,01-08-21,31-08-21,2021,Arisa Teerawudtitorn,Q3,,,,IBLANC,,ของใช้ส่วนตัวและเวชภัณฑ์,,เสริมความงาม,,,,,,,,,,," 15,382.08 ",,,,," 15,382.08 ",,,,,,,
1330,BU 2,157,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21070011.2,Smooth E Additional Transportation & OT for PC TT (Aug) ,บริษัท สยาม กรุ๊ป จำกัด ,Approved,01-08-21,31-08-21,2021,Arisa Teerawudtitorn,Q3,,,,Smooth E,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,,,," 22,680.00 ",,,,," 22,680.00 ",,,,,,,
1331,BU 2,154,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21060056.1,S.Khonkaen Extra Display Merchanidiser Big C (Aug),บริษัท ส. จำกัด (มหาชน),Approved,01-08-21,31-08-21,2021,Arisa Teerawudtitorn,Q3,,,,S.Khonkaen,,อาหารและเครื่องดื่ม,,อาหาร,,,,,,,,,," 1,986.58 "," 21,346.42 ",,,,," 23,333.33 ",,,,,,,
1332,BU 2,150,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010031.4,PG cheer Girl Sensodyne Commission Aug 2021,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,01-08-21,31-08-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,Sensodyne, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ดูแลช่องปาก,06-01-21,,,,,,,,,," 37,400.00 ",,,,," 37,400.00 ",,,,,,,
1333,BU 1.2,152,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21040009.3,Chabaa Merchandiser (Share Service) Aug 21,บริษัท บางกอก จำกัด,Approved,01-08-21,31-08-21,2021,Arisa Teerawudtitorn,Q3,,,New,Chabaa,,อาหารและเครื่องดื่ม,,เครื่องดื่ม,,,,,,,,,,," 187,000.00 ",,,,," 187,000.00 ",,,,,,,
1334,BU 2,147,4,Cancelled,PG & BA,QT20120027.8,Vape One Push  36 Store Aug 2021,บริษัท เอฟเอ็ม จำกัด,Cancelled,01-08-21,31-08-21,2021,Arisa Teerawudtitorn,Q3,22602021,Vape One Push  36 Store Aug 2021,Existing,VAPE ONE PUSH," 195,900.00 ",ของใช้ในครัวเรือนและสำนักงาน,PICHAYA,กำจัดแมลง,04-01-21,MANIS,05-04-21,,,,,,,,,,,,," 284,832.00 ",,,,,,,
1335,BU 2,149,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010031.3,PG cheer Girl Sensodyne Aug 2021,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,01-08-21,31-08-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,Sensodyne, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ดูแลช่องปาก,06-01-21,,,,,,,,,," 332,577.90 ",,,,," 343,090.00 ",,,,,,,
1336,BU 2,146,4,Cancelled,PG & BA,QT20110031.6,PG Victory 2021 Aug,บริษัท แปรงสีฟัน จำกัด,Cancelled,01-08-21,29-08-21,2021,Arisa Teerawudtitorn,Q3,27202021,PG Victory 2021 Aug,Existing,Victory, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ดูแลช่องปาก,10-02-21,WARAPHORN,23-02-21,,,,,,,,,,,,," 371,163.00 ",,,,,,,
1337,BU 2,151,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010033.5,Commission PG GSK Permanent on Aug 21,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Got PO,01-08-21,31-08-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,GSK, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,อาหารเสริม,06-01-21,Arisa,30-03-21,,,,,,,," 520,302.20 ",,,,," 520,302.20 ",,,,,,,
1338,BU 2,160,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010033.4,PG GSK Permanent 16 Aug - 15 Sep 21,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Got PO,16-08-21,15-09-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,GSK, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,อาหารเสริม,06-01-21,Arisa,30-03-21,,,,,,,," 253,632.89 "," 253,632.89 ",,,," 507,265.78 ",,,,,,,
1339,BU 2,161,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21050050.3,Smooth E Merchandiser Nationwide CVS Program (16 Aug - 15 Sep 21),บริษัท สยาม กรุ๊ป จำกัด ,Approved,16-08-21,15-09-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,Smooth E, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,KANNAPAT,เวชสำอางค์,25-03-21,KANNAPAT,25-03-21,,,,,,,," 872,746.10 "," 1,026,433.90 ",,,," 1,899,180.00 ",,,,,,,
1340,BU 2,162,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21050051.3,Smooth E BA + MT Merchandise (16 Aug - 15 Sep 21),บริษัท สยาม กรุ๊ป จำกัด ,Approved,16-08-21,15-09-21,2021,Arisa Teerawudtitorn,Q3,,,,Smooth E,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,,,," 1,030,106.12 "," 1,123,845.88 ",,,," 2,153,952.00 ",,,,,,,
1341,BU 2,163,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21080021,GSK Gift Set for PC Covid Quarantine Round 3,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,18-08-21,23-08-21,2021,Arisa Teerawudtitorn,Q3,,,,GSK,,ของใช้ส่วนตัวและเวชภัณฑ์,,อาหารเสริม,,,,,,,,,,," 2,640.00 ",,,,," 2,640.00 ",,,,,,,
1342,BU 1.2,164,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21010083.5,Fuburg Merchandiser 2021 (Share Service) Aug,"FF  Industrial (Thailand) Co., Ltd.",Approved,19-08-21,18-09-21,2021,Arisa Teerawudtitorn,Q3,,,New,Multi brand, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,JIRAPIN,ผ้าอ้อม,17-03-21,Arisa,27-04-21,,,,,,,," 25,896.09 "," 84,103.91 ",,,," 110,000.00 ",,,,,,,
1343,BU 2,165,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21080034,PC Kaijae Samutprakarn,บริษัท สุนทร จำกัด,Approved,27-08-21,05-09-21,2021,Arisa Teerawudtitorn,Q3,,,,Kaijae Rice,,อาหารและเครื่องดื่ม,,อาหาร,,,,,,,,,,," 3,070.21 "," 3,859.79 ",,,," 6,930.00 ",,,,,,,
1344,BU 2,179,5,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects,Merchandiser & RO,QT21060070,Malee Merchandiser,บริษัท น้ำผลไม้ จำกัด,Approved,01-09-21,31-08-22,2021,Arisa Teerawudtitorn,Q3,,,,Malee,,อาหารและเครื่องดื่ม,,เครื่องดื่ม,,,,,,,,,,,,,,,, 0.00 ,,,,,,,
1345,BU 2,177,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21080042,Kaijae Rice @Chonburi,บริษัท สุนทร จำกัด,Approved,01-09-21,07-09-21,2021,Arisa Teerawudtitorn,Q3,,,,Kaijae Rice,,อาหารและเครื่องดื่ม,,อาหาร,,,,,,,,,,,," 8,360.00 ",,,," 8,360.00 ",,,,,,,
1346,BU 2,178,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21080044,Kaijae Rice @Korat,บริษัท สุนทร จำกัด,Approved,01-09-21,07-09-21,2021,Arisa Teerawudtitorn,Q3,,,,Kaijae Rice,,อาหารและเครื่องดื่ม,,อาหาร,,,,,,,,,,,," 8,360.00 ",,,," 8,360.00 ",,,,,,,
1347,BU 3.2,171,6,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21060061.3,PG TT YOKO SEP 2021,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Approved,01-09-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,,YOKO,,ของใช้ส่วนตัวและเวชภัณฑ์,,เสริมความงาม,,,,,,,,,,,," 9,360.96 ",,,," 9,360.96 ",,,,,,,
1348,BU 3.2,172,6,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21060062.3,PG TT IBLANC SEP 2021,บริษัท พี.พี.คอนซูเมอร์โพรดักส์ จำกัด,Approved,01-09-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,,IBLANC,,ของใช้ส่วนตัวและเวชภัณฑ์,,เสริมความงาม,,,,,,,,,,,," 9,360.96 ",,,," 9,360.96 ",,,,,,,
1349,BU 2,175,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21070011.3,Smooth E Additional Transportation & OT for PC TT (Sep) ,บริษัท สยาม กรุ๊ป จำกัด ,Approved,01-09-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,,Smooth E,,ของใช้ส่วนตัวและเวชภัณฑ์,,เวชสำอางค์,,,,,,,,,,,," 15,282.00 ",,,," 15,282.00 ",,,,,,,
1350,BU 2,170,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21060056.2,S.Khonkaen Extra Display Merchanidiser Big C (Sep),บริษัท ส. จำกัด (มหาชน),Approved,01-09-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,,S.Khonkaen,,อาหารและเครื่องดื่ม,,อาหาร,,,,,,,,,,,," 23,333.33 ",,,," 23,333.33 ",,,,,,,
1351,BU 2,167,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010031.6,PG cheer Girl Sensodyne Commission Sep 2021,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,01-09-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,Sensodyne, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ดูแลช่องปาก,06-01-21,,,,,,,,,,," 37,400.00 ",,,," 37,400.00 ",,,,,,,
1352,BU 1.2,169,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21040009.4,Chabaa Merchandiser (Share Service) Sep 21,บริษัท บางกอก จำกัด,Approved,01-09-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,New,Chabaa,,อาหารและเครื่องดื่ม,,เครื่องดื่ม,,,,,,,,,,,," 86,075.00 ",,,," 86,075.00 ",,,,,,,
1353,BU 2,174,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21060070.2,Commission Malee Merchandiser & CVS Sep 21,บริษัท น้ำผลไม้ จำกัด,Approved,01-09-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,,Malee,,อาหารและเครื่องดื่ม,,เครื่องดื่ม,,,,,,,,,,,," 173,363.00 ",,,," 173,363.00 ",,,,,,,
1354,BU 2,166,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010031.5,PG cheer Girl Sensodyne Sep 2021,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,01-09-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,Sensodyne, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ดูแลช่องปาก,06-01-21,,,,,,,,,,," 326,876.00 ",,,," 326,876.00 ",,,,,,,
1355,BU 2,176,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21080026,Severance pay for PC GSK (5 Persons),บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Approved,01-09-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,,GSK,,ของใช้ส่วนตัวและเวชภัณฑ์,,อาหารเสริม,,,,,,,,,,,," 492,546.00 ",,,," 492,546.00 ",,,,,,,
1356,BU 2,168,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21010033.7,Commission PG GSK Permanent On Sep 21,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Got PO,01-09-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,Existing,GSK, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,อาหารเสริม,06-01-21,Arisa,30-03-21,,,,,,,,," 608,946.80 ",,,," 608,946.80 ",,,,,,,
1357,BU 2,173,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21060070.1,Malee Merchandiser & CVS 1-15 Sep 21,บริษัท น้ำผลไม้ จำกัด,Approved,01-09-21,15-09-21,2021,Arisa Teerawudtitorn,Q3,,,,Malee,,อาหารและเครื่องดื่ม,,เครื่องดื่ม,,,,,,,,,,," 7,982.68 "," 1,170,077.99 ",,,," 1,178,060.67 ",,,,,,,
1358,BU 2,180,4,Cancelled,PG & BA,QT20110031.7,PG Victory 2021 Sep,บริษัท แปรงสีฟัน จำกัด,Cancelled,04-09-21,26-09-21,2021,Arisa Teerawudtitorn,Q3,27302021,PG Victory 2021 Sep,Existing,Victory, 0.00 ,ของใช้ส่วนตัวและเวชภัณฑ์,WARAPHORN,ดูแลช่องปาก,10-02-21,WARAPHORN,23-02-21,,,,,,,,,,,,," 319,068.00 ",,,,,,,
1359,BU 3.2,181,6,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Key Account,QT21090011,Additional Cost for Special I.P. One (Round 2),"One Co.,Ltd",Approved,08-09-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,,I.P. One,,ของใช้ในครัวเรือนและสำนักงาน,,ทำความสะอาดห้องน้ำ,,,,,,,,,,,," 92,198.40 ",,,," 92,198.40 ",,,,,,,
1360,BU 2,182,5,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,Merchandiser & RO,QT21090021,Additional Post fee sticker Malee,บริษัท น้ำผลไม้ จำกัด,Approved,15-09-21,30-09-21,2021,Arisa Teerawudtitorn,Q3,,,,Malee,,อาหารและเครื่องดื่ม,,เครื่องดื่ม,,,,,,,,,,,," 15,295.50 ",,,," 15,295.50 ",,,,,,,
1361,BU 2,187,4,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects,PG & BA,QT21090017,PC Kaijae Rice @Singburi,บริษัท สุนทร จำกัด,Approved,16-09-21,15-10-21,2021,Arisa Teerawudtitorn,Q3,,,,Kaijae Rice,,อาหารและเครื่องดื่ม,,อาหาร,,,,,,,,,,,," 12,980.00 "," 12,980.00 ",,," 25,960.00 ",,,,,,,
